Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,C_a,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio,Fecha
AC,ARCA CONTINENTAL,Equity,1.68,98.62,"8,798,146.00","867,673,158.52","867,673,158.52",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.66,19.73,"43,373,494.00","855,759,036.62","855,759,036.62",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.61,41.37,"20,108,230.00","831,877,475.10","831,877,475.10",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.56,117.37,"6,863,448.00","805,562,891.76","805,562,891.76",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
PE&OLES,INDUST PENOLES,Equity,1.41,296.59,"2,458,733.00","729,235,620.47","729,235,620.47",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.4,71.75,"10,067,455.00","722,339,896.25","722,339,896.25",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.3,161.35,"4,171,167.00","673,017,795.45","673,017,795.45",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
CUERVO,BECLE SA DE CV,Equity,1,47.39,"10,933,714.00","518,148,706.46","518,148,706.46",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.85,73.56,"5,957,206.00","438,212,073.36","438,212,073.36",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.84,45.72,"9,463,397.00","432,666,510.84","432,666,510.84",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,0.81,45.9,"9,078,456.00","416,701,130.40","416,701,130.40",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.79,36.15,"11,243,851.00","406,465,213.65","406,465,213.65",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
SITESB.1,TELESITES B-1,Equity,0.75,21.05,"18,432,703.00","388,008,398.15","388,008,398.15",Comunicación,BD0G5P8,MX01SI080038,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.69,25.17,"14,242,945.00","358,494,925.65","358,494,925.65",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
GCC*,GRUPO CEMENTOS,Equity,0.66,106.12,"3,230,812.00","342,853,769.44","342,853,769.44",Materiales,2946663,MX01GC2M0006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
Q*,QUALITAS CONTROLADORA,Equity,0.66,98.52,"3,461,564.00","341,033,285.28","341,033,285.28",Financieros,BYMXF65,MX01Q0000008,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
MXN,MXN CASH,Cash,0.6,100,"309,832,413.00","309,832,412.86","309,832,412.86",Liquidez,-,-,-,México,MXN,MXN,1,30/11/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.58,19.75,"15,052,294.00","297,282,806.50","297,282,806.50",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
ALSEA,ALSEA DE CV,Equity,0.54,27.75,"9,968,661.00","276,630,342.75","276,630,342.75",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.52,67.51,"3,939,691.00","265,968,539.41","265,968,539.41",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.35,8.72,"20,909,633.00","182,331,999.76","182,331,999.76",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
AMXL,AMERICA MOVIL L,Equity,12.71,14.49,"461,395,179.00","6,685,616,143.71","6,685,616,143.71",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
WALMEX,WALMART DE MEXICO V,Equity,10.43,55.98,"97,983,962.00","5,485,142,192.76","5,485,142,192.76",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,10.28,150.34,"35,963,901.00","5,406,812,876.34","5,406,812,876.34",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,9.91,109.93,"47,425,366.00","5,213,470,484.38","5,213,470,484.38",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
GMEXICOB,GRUPO MEXICO B,Equity,9.88,84.12,"61,761,882.00","5,195,409,513.84","5,195,409,513.84",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
CEMEXCPO,CEMEX CPO,Equity,5.72,10.27,"292,907,728.00","3,008,162,366.56","3,008,162,366.56",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,3.23,222.14,"7,658,417.00","1,701,240,752.38","1,701,240,752.38",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
TLEVISAC,GRUPO TELEVISA,Equity,3.05,32.74,"48,957,303.00","1,602,862,100.22","1,602,862,100.22",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
ELEKTRA,GRUPO ELEKTRA,Equity,2.83,"1,319.68","1,129,187.00","1,490,165,500.16","1,490,165,500.16",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.42,329.22,"3,859,848.00","1,270,739,158.56","1,270,739,158.56",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
BIMBOA,GRUPO BIMBO A,Equity,2.23,43.24,"27,130,242.00","1,173,111,664.08","1,173,111,664.08",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
GRUMAB,GRUMA,Equity,1.84,236.93,"4,084,412.00","967,719,735.16","967,719,735.16",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,1.77,91.51,"10,162,709.00","929,989,500.59","929,989,500.59",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,1.77,33.99,"27,320,193.00","928,613,360.07","928,613,360.07",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.73,46.75,"19,504,689.00","911,844,210.75","911,844,210.75",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.62,128.39,"6,656,477.00","854,625,082.03","854,625,082.03",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.6,20.06,"41,871,962.00","839,951,557.72","839,951,557.72",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
AC,ARCA CONTINENTAL,Equity,1.55,95.68,"8,534,703.00","816,600,383.04","816,600,383.04",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
PE&OLES,INDUST PENOLES,Equity,1.53,336.78,"2,384,283.00","802,978,828.74","802,978,828.74",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
ALFAA,ALFA A,Equity,1.48,14.38,"54,133,283.00","778,436,609.54","778,436,609.54",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.35,175.63,"4,045,488.00","710,509,057.44","710,509,057.44",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.24,77.57,"8,430,433.00","653,948,687.81","653,948,687.81",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,1.11,66.38,"8,784,160.00","583,092,540.80","583,092,540.80",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
CUERVO,BECLE SA DE CV,Equity,1.01,49.94,"10,605,788.00","529,653,052.72","529,653,052.72",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.82,47.16,"9,181,280.00","432,989,164.80","432,989,164.80",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.8,38.79,"10,913,418.00","423,331,484.22","423,331,484.22",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.8,72.68,"5,784,298.00","420,402,778.64","420,402,778.64",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
SITESB.1,TELESITES B-1,Equity,0.73,21.52,"17,885,517.00","384,896,325.84","384,896,325.84",Comunicación,BD0G5P8,MX01SI080038,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.72,27.28,"13,821,145.00","377,040,835.60","377,040,835.60",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
GCC*,GRUPO CEMENTOS,Equity,0.72,120.02,"3,135,249.00","376,292,584.98","376,292,584.98",Materiales,2946663,MX01GC2M0006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
Q*,QUALITAS CONTROLADORA,Equity,0.68,107.14,"3,354,604.00","359,412,272.56","359,412,272.56",Financieros,BYMXF65,MX01Q0000008,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.52,18.84,"14,585,872.00","274,797,828.48","274,797,828.48",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.51,69.89,"3,817,833.00","266,828,348.37","266,828,348.37",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
ALSEA,ALSEA DE CV,Equity,0.48,25.89,"9,735,854.00","252,061,260.06","252,061,260.06",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.37,9.73,"20,261,761.00","197,146,934.53","197,146,934.53",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
MXN,MXN CASH,Cash,0.3,100,"157,880,201.00","157,880,201.18","157,880,201.18",Liquidez,-,-,-,México,MXN,MXN,1,31/12/2020
NMKA,CONTROLADORA NEMAK SAB DE CV,Equity,0.27,2.62,"54,137,733.00","141,840,860.46","141,840,860.46",Consumo discrecional,BNC5F75,MX01NM010000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/12/2020
USD,USD CASH,Cash,0.01,"1,992.43","275,687.00","5,493,197.93","5,493,197.93",Liquidez,-,-,-,Estados Unidos,MXN,USD,0.05,31/12/2020
AMXL,AMERICA MOVIL L,Equity,12.29,13.67,"471,480,741.00","6,445,141,729.47","6,445,141,729.47",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
WALMEX,WALMART DE MEXICO V,Equity,11.14,58.35,"100,125,728.00","5,842,336,228.80","5,842,336,228.80",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
GMEXICOB,GRUPO MEXICO B,Equity,10.57,87.84,"63,111,774.00","5,543,738,228.16","5,543,738,228.16",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,9.79,139.7,"36,750,033.00","5,133,979,610.10","5,133,979,610.10",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
GFNORTEO,GPO FINANCE BANORTE,Equity,9.39,101.57,"48,461,797.00","4,922,264,721.29","4,922,264,721.29",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
CEMEXCPO,CEMEX CPO,Equity,6.71,11.76,"299,310,319.00","3,519,889,351.44","3,519,889,351.44",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,3.08,206.6,"7,825,718.00","1,616,793,338.80","1,616,793,338.80",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
ELEKTRA,GRUPO ELEKTRA,Equity,3.05,"1,386.01","1,153,721.00","1,599,068,843.21","1,599,068,843.21",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
TLEVISAC,GRUPO TELEVISA,Equity,2.96,30.99,"50,027,403.00","1,550,349,218.97","1,550,349,218.97",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.43,322.53,"3,944,151.00","1,272,107,022.03","1,272,107,022.03",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
BIMBOA,GRUPO BIMBO A,Equity,2.04,38.52,"27,723,234.00","1,067,898,973.68","1,067,898,973.68",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,1.91,35.81,"27,917,361.00","999,720,697.41","999,720,697.41",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
GRUMAB,GRUMA,Equity,1.79,225.06,"4,173,674.00","939,327,070.44","939,327,070.44",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,1.76,88.92,"10,384,820.00","923,418,194.40","923,418,194.40",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.68,44.18,"19,930,902.00","880,547,250.36","880,547,250.36",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.57,120.99,"6,801,854.00","822,956,315.46","822,956,315.46",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
AC,ARCA CONTINENTAL,Equity,1.55,93.07,"8,721,057.00","811,668,774.99","811,668,774.99",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.49,18.28,"42,787,028.00","782,146,871.84","782,146,871.84",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
PE&OLES,INDUST PENOLES,Equity,1.43,306.75,"2,436,222.00","747,311,098.50","747,311,098.50",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
ALFAA,ALFA A,Equity,1.36,12.9,"55,316,396.00","713,581,508.40","713,581,508.40",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.23,74.86,"8,614,699.00","644,896,367.14","644,896,367.14",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.21,154.06,"4,133,706.00","636,838,746.36","636,838,746.36",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
CUERVO,BECLE SA DE CV,Equity,0.9,43.73,"10,837,556.00","473,926,323.88","473,926,323.88",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
GCARSOA1,GRUPO CARSO SERIES A1,Equity,0.88,51.59,"8,975,995.00","463,071,582.05","463,071,582.05",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.84,74.12,"5,910,622.00","438,095,302.64","438,095,302.64",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.82,46,"9,381,728.00","431,559,488.00","431,559,488.00",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.82,38.65,"11,151,972.00","431,023,717.80","431,023,717.80",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
GCC*,GRUPO CEMENTOS,Equity,0.8,130.42,"3,203,631.00","417,817,555.02","417,817,555.02",Materiales,2946663,MX01GC2M0006,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
SITESB.1,TELESITES B-1,Equity,0.72,20.59,"18,276,234.00","376,307,658.06","376,307,658.06",Comunicación,BD0G5P8,MX01SI080038,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
Q*,QUALITAS CONTROLADORA,Equity,0.7,107.72,"3,427,684.00","369,230,120.48","369,230,120.48",Financieros,BYMXF65,MX01Q0000008,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.67,24.76,"14,123,122.00","349,688,500.72","349,688,500.72",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.6,20.99,"14,904,553.00","312,846,567.47","312,846,567.47",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.49,65.51,"3,901,092.00","255,560,536.92","255,560,536.92",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
ALSEA,ALSEA DE CV,Equity,0.44,23.11,"9,948,569.00","229,911,429.59","229,911,429.59",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
GENTERA*,GENTERA SAB DE CV,Equity,0.32,8.02,"20,704,417.00","166,049,424.34","166,049,424.34",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
MXN,MXN CASH,Cash,0.31,100,"161,901,583.00","161,901,583.45","161,901,583.45",Liquidez,-,-,-,México,MXN,MXN,1,29/01/2021
NMKA,CONTROLADORA NEMAK SAB DE CV,Equity,0.28,2.67,"55,321,107.00","147,707,355.69","147,707,355.69",Consumo discrecional,BNC5F75,MX01NM010000,Bolsa Mexicana De Valores,México,MXN,MXN,1,29/01/2021
AMXL,AMERICA MOVIL L,Equity,11.59,13.39,"459,347,153.00","6,150,658,378.67","6,150,658,378.67",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
GMEXICOB,GRUPO MEXICO B,Equity,11.51,99.33,"61,487,766.00","6,107,579,796.78","6,107,579,796.78",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
WALMEX,WALMART DE MEXICO V,Equity,10.97,59.68,"97,549,044.00","5,821,726,945.92","5,821,726,945.92",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,9.66,143.14,"35,804,265.00","5,125,022,492.10","5,125,022,492.10",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
GFNORTEO,GPO FINANCE BANORTE,Equity,9.35,105.06,"47,214,903.00","4,960,397,709.18","4,960,397,709.18",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
CEMEXCPO,CEMEX CPO,Equity,7.66,13.94,"291,607,585.00","4,065,009,734.90","4,065,009,734.90",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,3.04,211.64,"7,624,444.00","1,613,637,328.16","1,613,637,328.16",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
ELEKTRA,GRUPO ELEKTRA,Equity,2.94,"1,385.84","1,124,205.00","1,557,968,257.20","1,557,968,257.20",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
TLEVISAC,GRUPO TELEVISA,Equity,2.86,31.13,"48,740,003.00","1,517,276,293.39","1,517,276,293.39",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.83,391.43,"3,842,729.00","1,504,159,412.47","1,504,159,412.47",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
BIMBOA,GRUPO BIMBO A,Equity,2,39.3,"27,009,826.00","1,061,486,161.80","1,061,486,161.80",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.79,48.79,"19,418,140.00","947,411,050.60","947,411,050.60",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
GRUMAB,GRUMA,Equity,1.75,228.02,"4,066,286.00","927,194,533.72","927,194,533.72",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,1.71,33.45,"27,198,929.00","909,804,175.05","909,804,175.05",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,1.67,87.79,"10,117,606.00","888,224,630.74","888,224,630.74",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
AC,ARCA CONTINENTAL,Equity,1.52,94.77,"8,496,861.00","805,247,516.97","805,247,516.97",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.52,121.36,"6,626,956.00","804,247,380.16","804,247,380.16",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.48,18.86,"41,686,144.00","786,200,675.84","786,200,675.84",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
PE&OLES,INDUST PENOLES,Equity,1.28,287.15,"2,373,736.00","681,618,292.40","681,618,292.40",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.17,153.88,"4,027,574.00","619,763,087.12","619,763,087.12",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
ALFAA,ALFA A,Equity,1.16,11.39,"53,893,034.00","613,841,657.26","613,841,657.26",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.15,72.81,"8,393,015.00","611,095,422.15","611,095,422.15",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
CUERVO,BECLE SA DE CV,Equity,0.86,43.15,"10,558,724.00","455,608,940.60","455,608,940.60",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
GCARSOA1,GRUPO CARSO SERIES A1,Equity,0.85,51.84,"8,745,205.00","453,351,427.20","453,351,427.20",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.81,39.49,"10,864,976.00","429,057,902.24","429,057,902.24",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,26/02/2021
